epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.49208348989486694,0.04208611324429512,0.9578723907470703,0.1,0.6149219274520874,0.052228718996047974,0.9492712020874023
1,0.6394892930984497,0.06644157320261002,0.9335036277770996,0.1,0.7922094464302063,0.08122754842042923,0.9206452369689941
